sale_price,bedrooms,bathrooms,flat_area_sqft,lot_area_sqft,floors,times_visited,overall_grade,house_area_from_basement_sqft,basement_area_sqft,house_age_years,latitude,longitude,living_area_after_renovation_sqft,lot_area_after_renovation_sqft,years_since_renovation,Condition_of_the_House_Excellent,Condition_of_the_House_Fair,Condition_of_the_House_Good,Condition_of_the_House_Okay,Ever_Renovated_Yes,Waterfront_View_Yes,Zipcode_Group_Zipcode_Group_1,Zipcode_Group_Zipcode_Group_2,Zipcode_Group_Zipcode_Group_3,Zipcode_Group_Zipcode_Group_4,Zipcode_Group_Zipcode_Group_5,Zipcode_Group_Zipcode_Group_6,Zipcode_Group_Zipcode_Group_7,Zipcode_Group_Zipcode_Group_8,Zipcode_Group_Zipcode_Group_9,price_per_sqft,house_age_group,renovation_status
409124.0,5,3.25,3320.0,11340.0,2.0,0,8,2480.0,840,19,47.3904,-122.154,2330.0,8339,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,123.23012048192771,Moderate (10-30),Not Renovated
480000.0,5,2.5,2040.0,9597.0,1.0,0,7,1240.0,800,55,47.6544,-122.134,1800.0,8553,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,235.2941176470588,Old (30-60),Not Renovated
280000.0,2,1.75,1960.0,30144.0,1.0,0,7,980.0,980,61,47.4234,-122.212,1960.0,10140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,142.85714285714286,Very Old (60+),Not Renovated
848000.0,5,1.75,2290.0,4320.0,2.0,0,7,1980.0,310,90,47.664,-122.31,2870.0,4320,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,370.3056768558952,Very Old (60+),Not Renovated
560000.0,4,1.5,1810.0,6000.0,1.0,1,8,1350.0,460,66,47.5233,-122.386,2020.0,6000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,309.3922651933702,Very Old (60+),Not Renovated
670000.0,3,2.5,1420.0,1438.0,2.0,0,9,1280.0,140,15,47.6265,-122.323,1490.0,1439,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,471.83098591549293,Moderate (10-30),Not Renovated
530000.0,4,2.25,2240.0,8376.0,1.0,0,8,1740.0,500,34,47.6323,-122.029,1890.0,7875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,236.60714285714286,Old (30-60),Not Renovated
625000.0,3,1.5,1230.0,3060.0,1.0,0,7,910.0,320,91,47.667,-122.333,1260.0,4488,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,508.130081300813,Very Old (60+),Not Renovated
549950.0,4,3.5,3090.0,10510.0,1.0,0,8,2190.0,900,27,47.7176,-122.214,2200.0,7408,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,177.97734627831716,Moderate (10-30),Not Renovated
485000.0,4,1.75,3220.0,7392.0,1.0,0,8,2010.0,1210,59,47.7719,-122.361,1660.0,8363,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,150.62111801242236,Old (30-60),Not Renovated
241000.0,3,1.0,1150.0,10000.0,1.0,0,6,1000.0,150,67,47.5075,-122.262,1340.0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209.56521739130434,Very Old (60+),Not Renovated
885000.0,4,2.75,2730.0,3560.0,1.5,0,8,1550.0,1180,97,47.6737,-122.304,1860.0,3560,10,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,324.1758241758242,Very Old (60+),Renovated
799200.0,6,3.0,2890.0,2370.0,2.5,0,7,2290.0,600,112,47.6227,-122.323,2180.0,2460,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,276.53979238754323,Very Old (60+),Not Renovated
760000.0,3,2.5,2280.0,12746.0,1.0,0,8,1490.0,790,45,47.6362,-122.175,2100.0,12746,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,333.3333333333333,Old (30-60),Not Renovated
675000.0,4,1.75,2440.0,7475.0,1.0,0,9,2040.0,400,49,47.6339,-122.096,2040.0,8480,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,276.6393442622951,Old (30-60),Not Renovated
499000.0,3,2.5,1720.0,5940.0,1.0,0,8,1000.0,720,41,47.6631,-122.129,1720.0,6136,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,290.1162790697674,Old (30-60),Not Renovated
890000.0,4,3.25,4360.0,210254.0,1.0,0,10,2320.0,2040,18,47.4375,-122.008,2410.0,87120,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,204.12844036697248,Moderate (10-30),Not Renovated
275000.0,4,2.75,2060.0,7350.0,1.0,0,7,1210.0,850,40,47.3424,-122.275,1940.0,7420,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,133.49514563106797,Old (30-60),Not Renovated
550000.0,3,2.5,2340.0,4200.0,1.5,0,7,1540.0,800,112,47.6033,-122.303,1590.0,4200,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,235.04273504273505,Very Old (60+),Not Renovated
390000.0,5,2.0,2400.0,9537.0,1.0,0,7,1210.0,1190,59,47.5112,-122.186,1760.0,9533,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,162.5,Old (30-60),Not Renovated
277000.0,3,2.25,1610.0,11920.0,1.0,0,7,1110.0,500,50,47.3683,-122.279,1690.0,11839,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,172.0496894409938,Old (30-60),Not Renovated
545000.0,3,2.25,1670.0,6240.0,1.0,0,8,1240.0,430,44,47.6413,-122.113,1910.0,7000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,326.34730538922156,Old (30-60),Not Renovated
1129575.0,3,2.75,3940.0,9671.0,1.0,4,9,2140.0,1800,51,47.5654,-122.158,3390.0,9360,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,286.6941624365482,Old (30-60),Not Renovated
490000.0,4,3.0,2330.0,3497.0,2.0,0,9,1920.0,410,15,47.554,-122.308,2330.0,5242,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,210.30042918454936,Moderate (10-30),Not Renovated
410000.0,6,2.75,2520.0,9324.0,1.0,0,7,1320.0,1200,56,47.7636,-122.294,1820.0,11000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,162.6984126984127,Old (30-60),Not Renovated
760000.0,4,2.5,2990.0,5280.0,2.0,0,9,2210.0,780,15,47.5353,-122.066,2990.0,6299,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,254.18060200668896,Moderate (10-30),Not Renovated
580000.0,3,2.25,1900.0,3960.0,1.5,0,8,1200.0,700,113,47.6122,-122.298,1310.0,3960,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,305.2631578947368,Very Old (60+),Not Renovated
733000.0,3,1.75,1740.0,3060.0,1.0,0,8,950.0,790,88,47.6816,-122.31,1800.0,3960,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,421.264367816092,Very Old (60+),Renovated
250000.0,4,2.0,2130.0,8400.0,1.0,0,7,1350.0,780,56,47.4133,-122.209,1550.0,8596,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117.37089201877934,Old (30-60),Not Renovated
295000.0,5,3.5,2100.0,5107.0,2.0,0,7,1410.0,690,19,47.5108,-122.257,1410.0,5650,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140.47619047619048,Moderate (10-30),Not Renovated
355000.0,5,2.5,2344.0,8000.0,1.0,0,8,1560.0,784,42,47.3185,-122.377,2344.0,8000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,151.4505119453925,Old (30-60),Not Renovated
935000.0,3,2.5,3570.0,15151.0,1.0,0,8,2400.0,1170,37,47.7475,-122.364,3140.0,14375,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,261.9047619047619,Old (30-60),Not Renovated
240000.0,3,1.5,1290.0,8366.0,1.0,0,7,1020.0,270,61,47.4853,-122.318,1770.0,8400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,186.04651162790697,Very Old (60+),Not Renovated
430000.0,2,1.75,1840.0,14874.0,1.0,2,8,1300.0,540,66,47.4382,-122.348,2920.0,15084,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,233.69565217391303,Very Old (60+),Not Renovated
400000.0,3,1.5,1890.0,6183.0,1.0,0,7,1090.0,800,51,47.5396,-122.269,1750.0,6183,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,211.64021164021165,Old (30-60),Not Renovated
455850.0,3,2.25,1820.0,6000.0,1.0,0,7,1120.0,700,54,47.5684,-122.3,1970.0,6232,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,250.46703296703296,Old (30-60),Not Renovated
1129575.0,4,3.5,4370.0,8510.0,2.0,1,10,3610.0,760,15,47.5876,-122.204,2960.0,10347,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,258.48398169336383,Moderate (10-30),Not Renovated
287000.0,5,1.5,1730.0,9230.0,1.0,0,7,1010.0,720,56,47.4646,-122.184,1730.0,9230,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,165.89595375722544,Old (30-60),Not Renovated
365000.0,3,2.5,2640.0,6715.0,2.0,0,8,1680.0,960,27,47.441,-122.125,2260.0,7373,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,138.25757575757575,Moderate (10-30),Not Renovated
270000.0,3,2.0,1350.0,6696.0,1.0,0,6,680.0,670,74,47.4919,-122.187,1350.0,6700,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200.0,Very Old (60+),Not Renovated
380000.0,3,2.0,1470.0,1656.0,2.0,0,8,1310.0,160,15,47.5653,-122.369,1470.0,2288,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,258.5034013605442,Moderate (10-30),Not Renovated
494000.0,4,2.5,1830.0,7345.0,1.0,0,8,1540.0,290,45,47.7741,-122.373,1990.0,7700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,269.94535519125685,Old (30-60),Not Renovated
317500.0,4,1.5,1730.0,7700.0,1.0,0,7,1010.0,720,55,47.4996,-122.163,1650.0,8066,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,183.52601156069363,Old (30-60),Not Renovated
582500.0,2,2.0,1540.0,6804.0,1.0,0,7,1020.0,520,76,47.7044,-122.372,1380.0,6930,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,378.24675324675326,Very Old (60+),Not Renovated
384000.0,3,2.5,1540.0,1564.0,2.0,0,7,1300.0,240,20,47.58600000000001,-122.313,1540.0,2875,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,249.35064935064935,Moderate (10-30),Not Renovated
817000.0,3,1.5,2310.0,3360.0,1.5,0,8,1790.0,520,92,47.6431,-122.359,1930.0,4320,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,353.67965367965365,Very Old (60+),Not Renovated
445800.0,4,2.25,2070.0,39446.0,1.0,0,8,1470.0,600,41,47.7765,-122.276,2140.0,12043,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,215.36231884057972,Old (30-60),Not Renovated
842500.0,5,4.0,2980.0,4500.0,1.5,0,7,2070.0,910,97,47.6736,-122.323,1560.0,4225,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,282.71812080536915,Very Old (60+),Not Renovated
850000.0,5,4.0,2980.0,4500.0,1.5,0,7,2070.0,910,97,47.6736,-122.323,1560.0,4225,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,285.23489932885906,Very Old (60+),Not Renovated
435000.0,3,1.75,1750.0,16748.0,1.0,0,7,1330.0,420,40,47.7421,-122.089,1750.0,16050,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,248.57142857142858,Old (30-60),Not Renovated
690500.0,5,2.0,2000.0,4211.0,1.5,2,7,1280.0,720,110,47.6283,-122.301,1680.0,4000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,345.25,Very Old (60+),Not Renovated
350000.0,4,2.25,2300.0,4600.0,1.5,0,7,1340.0,960,114,47.5895,-122.311,1540.0,3000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,152.17391304347825,Very Old (60+),Not Renovated
1129575.0,4,3.5,4970.0,16582.0,2.0,3,10,3930.0,1040,26,47.5496,-122.12,3580.0,13335,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,227.27867203219316,Moderate (10-30),Not Renovated
303000.0,2,1.5,1000.0,1075.0,2.0,0,7,840.0,160,11,47.5708,-122.288,1000.0,1083,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,303.0,Moderate (10-30),Not Renovated
800000.0,4,2.5,4940.0,10037.0,1.0,4,9,3450.0,1490,65,47.5095,-122.247,2430.0,9272,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,161.94331983805668,Very Old (60+),Not Renovated
549000.0,2,2.0,1980.0,6000.0,1.5,0,7,1220.0,760,112,47.6809,-122.351,1280.0,3900,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,277.27272727272725,Very Old (60+),Not Renovated
324950.0,3,2.5,1560.0,9600.0,1.0,0,7,1210.0,350,54,47.457,-122.27,2070.0,9600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,208.30128205128204,Old (30-60),Not Renovated
1129575.0,4,2.75,3120.0,20031.0,1.0,2,9,1980.0,1140,64,47.5389,-122.242,3330.0,18777,19,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,362.0432692307692,Very Old (60+),Renovated
470000.0,3,1.75,2290.0,14800.0,1.0,0,8,1620.0,670,53,47.7735,-122.273,2320.0,12474,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,205.24017467248908,Old (30-60),Not Renovated
473000.0,2,1.0,940.0,4000.0,1.0,0,6,720.0,220,76,47.6488,-122.385,1180.0,6000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,503.1914893617021,Very Old (60+),Not Renovated
279000.0,3,1.75,1750.0,9623.0,1.0,0,7,1150.0,600,56,47.3997,-122.313,1820.0,9623,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,159.42857142857142,Old (30-60),Not Renovated
470000.0,3,1.0,1460.0,8227.0,1.0,0,6,880.0,580,70,47.7009,-122.301,1530.0,8128,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,321.9178082191781,Very Old (60+),Not Renovated
565000.0,3,1.75,1540.0,4800.0,1.0,0,6,770.0,770,93,47.67,-122.284,1510.0,4080,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,366.8831168831169,Very Old (60+),Not Renovated
695000.0,3,2.0,2560.0,6800.0,1.0,1,8,1380.0,1180,66,47.5506,-122.395,1780.0,6800,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,271.484375,Very Old (60+),Not Renovated
455000.0,3,2.25,1790.0,7500.0,1.0,0,7,1390.0,400,45,47.7321,-122.198,1940.0,7192,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,254.18994413407822,Old (30-60),Not Renovated
722500.0,4,3.5,2600.0,5100.0,2.0,0,8,1820.0,780,15,47.6948,-122.395,2000.0,6720,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,277.88461538461536,Moderate (10-30),Not Renovated
795000.0,4,2.5,3230.0,19193.0,1.0,3,8,2000.0,1230,45,47.5755,-122.07,3230.0,13420,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,246.13003095975233,Old (30-60),Not Renovated
775000.0,4,2.0,3140.0,10875.0,1.0,1,7,1940.0,1200,79,47.6656,-122.406,3300.0,10080,48,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,246.81528662420382,Very Old (60+),Renovated
445000.0,4,2.75,2320.0,12368.0,1.0,0,8,1670.0,650,50,47.7373,-122.35,2070.0,9575,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191.81034482758622,Old (30-60),Not Renovated
375000.0,5,1.75,2230.0,7560.0,1.0,0,7,1230.0,1000,59,47.5055,-122.26,1380.0,6570,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,168.16143497757847,Old (30-60),Not Renovated
284000.0,3,2.25,1580.0,7034.0,1.0,0,7,1180.0,400,29,47.3564,-122.04,1470.0,7358,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,179.74683544303798,Moderate (10-30),Not Renovated
480000.0,5,2.0,1760.0,21562.0,1.0,1,8,1560.0,200,59,47.7597,-122.263,2150.0,12676,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,272.72727272727275,Old (30-60),Not Renovated
647500.0,5,2.0,1760.0,21562.0,1.0,1,8,1560.0,200,59,47.7597,-122.263,2150.0,12676,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,367.89772727272725,Old (30-60),Not Renovated
445000.0,3,1.75,1120.0,4000.0,1.0,0,7,870.0,250,102,47.6684,-122.368,1470.0,4000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,397.32142857142856,Very Old (60+),Not Renovated
517500.0,3,1.75,1810.0,10625.0,1.0,0,8,1370.0,440,45,47.5322,-122.049,2140.0,10922,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,285.91160220994476,Old (30-60),Not Renovated
286285.0,4,2.25,1980.0,9714.0,1.0,0,7,1170.0,810,41,47.3207,-122.209,1610.0,9272,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,144.58838383838383,Old (30-60),Not Renovated
550000.0,3,1.75,1680.0,4800.0,1.0,0,7,1400.0,280,58,47.5535,-122.377,1540.0,5000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,327.3809523809524,Old (30-60),Not Renovated
900000.0,3,3.25,2620.0,7215.0,1.0,0,8,1770.0,850,38,47.5836,-122.2,2180.0,8931,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,343.51145038167937,Old (30-60),Not Renovated
340000.0,3,2.25,1900.0,8125.0,1.0,0,7,1540.0,360,49,47.4564,-122.162,1480.0,8284,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,178.94736842105263,Old (30-60),Not Renovated
490000.0,2,1.0,1840.0,3300.0,1.5,0,6,1130.0,710,108,47.6757,-122.362,1320.0,4000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,266.30434782608694,Very Old (60+),Not Renovated
344950.0,4,2.0,2330.0,6250.0,1.0,0,7,1400.0,930,77,47.3782,-122.228,2050.0,9000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,148.04721030042919,Very Old (60+),Not Renovated
950000.0,3,2.0,2250.0,2975.0,2.0,0,9,1880.0,370,113,47.6289,-122.309,2690.0,4800,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,422.22222222222223,Very Old (60+),Not Renovated
810000.0,4,1.75,2000.0,3988.0,1.0,4,7,1000.0,1000,60,47.5925,-122.391,1690.0,4144,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,405.0,Old (30-60),Not Renovated
998160.0,2,2.5,3010.0,16050.0,1.0,3,9,1260.0,1750,42,47.5643,-122.16,3010.0,11612,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,331.6146179401993,Old (30-60),Not Renovated
377000.0,3,1.75,1680.0,7389.0,1.0,0,8,1150.0,530,39,47.5199,-122.184,2100.0,10348,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,224.4047619047619,Old (30-60),Not Renovated
1129575.0,5,3.5,3210.0,4060.0,2.0,2,10,2290.0,920,101,47.6801,-122.357,1940.0,5000,14,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,351.89252336448595,Very Old (60+),Renovated
817500.0,5,3.5,3600.0,9312.0,2.0,3,10,2680.0,920,13,47.6582,-122.122,3420.0,9860,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,227.08333333333334,Moderate (10-30),Not Renovated
260000.0,3,1.75,1680.0,8725.0,1.0,0,8,1240.0,440,40,47.3107,-122.397,2020.0,8352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,154.76190476190476,Old (30-60),Not Renovated
1129575.0,3,3.25,3780.0,10623.0,1.0,1,10,2650.0,1130,19,47.5506,-122.101,3850.0,11170,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,298.82936507936506,Moderate (10-30),Not Renovated
362000.0,4,2.5,2360.0,7370.0,1.0,0,7,1460.0,900,33,47.7201,-122.308,1590.0,9906,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,153.38983050847457,Old (30-60),Not Renovated
503500.0,3,2.5,1810.0,1750.0,2.0,0,7,1350.0,460,21,47.6513,-122.386,1640.0,1563,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,278.1767955801105,Moderate (10-30),Not Renovated
775000.0,4,1.75,2090.0,5050.0,1.0,0,7,1090.0,1000,102,47.6802,-122.358,1760.0,5000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,370.8133971291866,Very Old (60+),Not Renovated
417500.0,5,1.75,2060.0,10911.0,1.0,0,7,1360.0,700,64,47.7767,-122.365,2060.0,9688,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,202.66990291262135,Very Old (60+),Not Renovated
525000.0,3,1.5,1560.0,9350.0,1.0,0,7,1220.0,340,49,47.6729,-122.148,1870.0,8671,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,336.53846153846155,Old (30-60),Not Renovated
525000.0,4,2.75,2910.0,6308.0,1.0,0,8,1640.0,1270,33,47.7352,-122.201,1970.0,7127,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,180.41237113402062,Old (30-60),Not Renovated
442500.0,4,2.25,2490.0,8700.0,1.0,0,7,1890.0,600,42,47.7397,-122.324,1470.0,7975,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,177.710843373494,Old (30-60),Not Renovated
545000.0,4,3.0,3160.0,10948.0,1.0,3,8,1930.0,1230,27,47.3733,-122.422,2380.0,13623,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,172.46835443037975,Moderate (10-30),Not Renovated
245000.0,3,2.25,1700.0,8100.0,1.0,0,7,1200.0,500,38,47.3601,-122.046,1700.0,8100,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,144.11764705882354,Old (30-60),Not Renovated
280000.0,2,1.75,1894.0,52769.0,1.5,0,6,1520.0,374,82,47.3088,-122.273,1820.0,50529,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,147.8352692713833,Very Old (60+),Not Renovated
280000.0,3,1.75,2080.0,87991.0,1.0,0,6,1040.0,1040,48,47.6724,-121.865,2080.0,84300,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,134.6153846153846,Old (30-60),Not Renovated
360000.0,4,2.0,1730.0,5500.0,1.0,0,7,1010.0,720,75,47.5304,-122.353,1080.0,4900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.09248554913296,Very Old (60+),Not Renovated
274950.0,3,2.25,1570.0,8767.0,1.0,0,7,1180.0,390,28,47.3568,-122.038,1570.0,7434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,175.12738853503186,Moderate (10-30),Not Renovated
1129575.0,3,4.5,3950.0,6134.0,2.0,3,10,2880.0,1070,20,47.6413,-122.405,3050.0,5281,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,285.96835443037975,Moderate (10-30),Not Renovated
755000.0,3,3.25,3450.0,15586.0,2.0,0,10,2690.0,760,29,47.4294,-122.343,3560.0,15046,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,218.84057971014494,Moderate (10-30),Not Renovated
1129575.0,4,5.75,7220.0,223462.0,2.0,4,10,6220.0,1000,18,47.7097,-122.013,2680.0,7593,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,156.45083102493075,Moderate (10-30),Not Renovated
219950.0,3,2.25,1500.0,7615.0,1.0,0,7,1150.0,350,34,47.3146,-122.351,1540.0,8649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146.63333333333333,Old (30-60),Not Renovated
250800.0,3,1.75,1290.0,4000.0,1.0,0,6,1170.0,120,75,47.5309,-122.354,1140.0,4000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,194.41860465116278,Very Old (60+),Not Renovated
941000.0,4,1.75,2320.0,3825.0,1.5,0,8,1820.0,500,92,47.6659,-122.327,1940.0,3825,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,405.6034482758621,Very Old (60+),Not Renovated
1129575.0,6,4.75,5480.0,19401.0,1.5,4,10,3910.0,1570,82,47.6515,-122.277,3510.0,15810,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,206.12682481751824,Very Old (60+),Not Renovated
305000.0,4,2.75,2030.0,8600.0,1.0,0,7,1230.0,800,41,47.3942,-122.16,1810.0,8600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,150.2463054187192,Old (30-60),Not Renovated
1020000.0,3,2.5,2920.0,34527.0,1.0,4,9,1800.0,1120,64,47.5799,-122.4,2480.0,7933,34,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,349.3150684931507,Very Old (60+),Renovated
1129575.0,4,3.0,3330.0,6990.0,1.5,3,9,2330.0,1000,90,47.5886,-122.287,2620.0,5310,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,339.2117117117117,Very Old (60+),Not Renovated
560000.0,4,2.0,2720.0,8819.0,2.0,3,8,2240.0,480,42,47.338,-122.333,2960.0,9672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,205.88235294117646,Old (30-60),Not Renovated
439000.0,3,2.25,3020.0,6000.0,3.0,2,8,1980.0,1040,24,47.5249,-122.319,1150.0,6000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,145.36423841059602,Moderate (10-30),Not Renovated
527000.0,4,2.25,2380.0,5250.0,1.0,0,7,1410.0,970,57,47.6164,-122.115,2150.0,8560,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,221.42857142857142,Old (30-60),Not Renovated
199950.0,3,2.75,2270.0,13590.0,1.5,0,6,1300.0,970,70,47.2099,-122.001,1160.0,13545,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88.08370044052863,Very Old (60+),Not Renovated
585000.0,5,2.25,2480.0,12614.0,1.0,0,8,1860.0,620,39,47.7393,-122.2,2470.0,12392,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,235.88709677419354,Old (30-60),Not Renovated
450000.0,2,2.0,1900.0,7740.0,1.0,0,7,1150.0,750,95,47.5227,-122.372,1140.0,7740,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,236.8421052631579,Very Old (60+),Not Renovated
330000.0,5,2.25,2000.0,7900.0,1.0,0,7,1300.0,700,32,47.4291,-122.292,2000.0,9132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,165.0,Old (30-60),Not Renovated
585000.0,4,2.5,1860.0,8117.0,1.0,0,8,1460.0,400,52,47.6228,-122.104,2040.0,8199,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,314.51612903225805,Old (30-60),Not Renovated
225000.0,3,2.0,1400.0,7384.0,1.0,0,7,1150.0,250,39,47.4655,-122.174,1820.0,7992,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,160.71428571428572,Old (30-60),Not Renovated
295000.0,3,2.0,1400.0,7384.0,1.0,0,7,1150.0,250,39,47.4655,-122.174,1820.0,7992,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,210.71428571428572,Old (30-60),Not Renovated
